,jpy,can,cny,interest,inflation
1927,110,1.3117,6.5552,1.86,1.55
1928,110.22,1.3089,6.5538,1.87,1.58
1929,109.74,1.298,6.554,1.83,1.58
1930,109.86,1.3001,6.5615,1.85,1.58
1932,110.75,1.3097,6.5798,1.84,1.54
1933,109.55,1.3089,6.5748,1.85,1.54
1934,108.75,1.308,6.5815,1.81,1.54
1935,106.88,1.2947,6.5638,1.71,1.52
1936,107.33,1.2856,6.5611,1.73,1.54
1937,107.3,1.2788,6.571,1.72,1.57
1938,106.68,1.2694,6.56,1.71,1.59
1939,106.54,1.2728,6.559,1.68,1.56
1940,107.06,1.2734,6.559,1.64,1.52
1941,106.07,1.2791,6.5823,1.62,1.47
1942,106.02,1.2833,6.593,1.62,1.45
1943,105.87,1.2912,6.5785,1.6,1.47
1944,104.05,1.3039,6.5899,1.57,1.42
1945,104.2,1.2875,6.5849,1.62,1.42
1946,104.32,1.2807,6.5768,1.67,1.43
1947,104.56,1.2817,6.5893,1.71,1.43
1948,104.56,1.282,6.575,1.69,1.44
1949,105.9,1.2749,6.574,1.74,1.5
1950,102.26,1.2948,6.615,1.57,1.42
1951,101.66,1.3076,6.6481,1.46,1.34
1952,102.71,1.3086,6.645,1.46,1.37
1953,102.68,1.299,6.635,1.5,1.4
1954,102.77,1.301,6.6459,1.49,1.4
1955,102.55,1.2897,6.6547,1.46,1.43
1957,101.58,1.295,6.677,1.37,1.4
1958,101.12,1.3003,6.69,1.38,1.43
1959,100.74,1.2984,6.679,1.4,1.43
1960,100.65,1.3072,6.6878,1.37,1.43
1961,102.66,1.3125,6.6917,1.43,1.42
1962,104.72,1.3016,6.686,1.53,1.46
1963,104.1,1.2962,6.6832,1.48,1.45
1964,105.4,1.2916,6.6801,1.53,1.45
1965,105.64,1.2978,6.6865,1.6,1.49
1966,106,1.2984,6.7013,1.59,1.49
1967,106.13,1.3027,6.6931,1.56,1.44
1968,106.65,1.3037,6.676,1.59,1.46
1969,105.98,1.3056,6.6735,1.57,1.52
1970,106.22,1.3178,6.676,1.57,1.51
1971,106.02,1.3224,6.6783,1.58,1.5
1972,104.83,1.3207,6.669,1.57,1.5
1973,105.65,1.3221,6.668,1.52,1.49
1974,104.86,1.317,6.6538,1.52,1.52
1975,102.32,1.304,6.6371,1.46,1.49
1976,102.26,1.3096,6.6421,1.51,1.46
1977,100.82,1.3087,6.6239,1.55,1.44
1978,101.34,1.3078,6.632,1.55,1.46
1979,101.08,1.3025,6.6388,1.51,1.47
1980,101.74,1.3179,6.653,1.59,1.5
1981,102.53,1.3162,6.6597,1.59,1.51
1982,101.96,1.3116,6.653,1.55,1.49
1983,101.27,1.3059,6.6345,1.5,1.44
1984,101.46,1.3004,6.6274,1.57,1.47
1985,101.01,1.2943,6.6324,1.51,1.44
1986,101.02,1.2922,6.637,1.55,1.45
1987,100.28,1.2861,6.624,1.57,1.44
1988,100.24,1.2885,6.6328,1.56,1.47
1989,100.07,1.2777,6.6297,1.53,1.47
1990,100.24,1.2878,6.6515,1.58,1.48
1991,100.25,1.2942,6.6475,1.55,1.47
1992,100.2,1.2904,6.6378,1.55,1.48
1993,100.5,1.2939,6.6562,1.56,1.48
1994,100.58,1.2934,6.656,1.58,1.49
1995,101.2,1.2944,6.669,1.62,1.47
1996,102.13,1.3018,6.6775,1.57,1.46
1997,102.92,1.3075,6.6778,1.57,1.46
1998,103.38,1.3122,6.6776,1.58,1.47
1999,103.22,1.3107,6.6713,1.57,1.45
2000,104.18,1.2998,6.679,1.6,1.47
2002,102.28,1.2843,6.6722,1.55,1.49
2003,101.72,1.2895,6.66,1.54,1.51
2004,102.28,1.291,6.664,1.61,1.52
2005,102.86,1.3034,6.6778,1.67,1.5
2006,101.96,1.3076,6.6788,1.68,1.51
2007,102.14,1.3167,6.6782,1.73,1.49
2008,102.33,1.3187,6.6707,1.7,1.49
2009,102.24,1.3145,6.6707,1.71,1.49
2010,102.36,1.3212,6.6707,1.7,1.51
2011,101.82,1.318,6.665,1.7,1.5
2012,101.66,1.3228,6.67,1.69,1.49
2013,100.62,1.3186,6.6695,1.66,1.51
2014,100.8,1.3036,6.663,1.63,1.55
2015,101.04,1.3163,6.669,1.62,1.57
2016,100.34,1.3196,6.6683,1.59,1.54
2017,100.36,1.3247,6.6691,1.56,1.52
2018,100.57,1.3237,6.673,1.57,1.56
2019,101.48,1.3101,6.665,1.56,1.54
2020,101.21,1.3115,6.6685,1.6,1.6
2021,101.54,1.3138,6.6685,1.63,1.63
2022,102.66,1.3171,6.6685,1.69,1.62
2023,103.53,1.3177,6.6685,1.72,1.62
2024,104.02,1.3209,6.6685,1.75,1.64
2025,103.42,1.3306,6.6685,1.73,1.63
2027,103.36,1.3235,6.719,1.77,1.64
2028,104.48,1.3277,6.718,1.79,1.64
2029,103.62,1.3219,6.7248,1.75,1.63
2030,104.1,1.3169,6.7277,1.8,1.67
2031,103.96,1.3135,6.735,1.77,1.68
2032,103.8,1.3105,6.7401,1.75,1.66
2033,103.3,1.3105,6.737,1.76,1.68
2034,103.92,1.3197,6.7439,1.76,1.68
2035,103.96,1.3324,6.7654,1.74,1.67
2036,104.2,1.3387,6.7728,1.77,1.66
2037,104.25,1.3333,6.778,1.77,1.7
2038,104.42,1.3361,6.7706,1.79,1.71
2039,105.14,1.3385,6.7819,1.85,1.72
2040,105.4,1.3383,6.776,1.86,1.73
2041,105.07,1.3403,6.7735,1.84,1.73
2042,104.59,1.3377,6.763,1.83,1.72
2043,103.22,1.3387,6.7606,1.81,1.7
2044,103.17,1.3384,6.7612,1.82,1.68
2045,103.02,1.3413,6.7534,1.79,1.68
2046,104.6,1.338,6.774,1.83,1.71
2047,104.98,1.3335,6.784,1.88,1.73
2048,104.84,1.3406,6.7769,2.07,1.82
2049,106.56,1.3474,6.7987,2.15,1.88
2051,108.3,1.3581,6.8447,2.23,1.83
2052,108.94,1.3468,6.8556,2.23,1.82
2053,109.16,1.3415,6.877,2.22,1.83
2054,109.64,1.3429,6.8674,2.29,1.87
2055,110.51,1.3518,6.8873,2.34,1.9
2056,111.12,1.3432,6.8918,2.33,1.91
2057,110.98,1.3444,6.888,2.31,1.9
2058,112.58,1.3467,6.9195,2.36,1.92
2060,113.17,1.3512,6.9176,2.36,1.89
2061,112.36,1.3401,6.9055,2.32,1.85
2062,112.78,1.3435,6.8933,2.3,1.86
2063,114.34,1.3425,6.8837,2.37,1.94
2064,114.34,1.333,6.883,2.45,1.97
2065,113.76,1.3298,6.883,2.4,1.91
2066,114.1,1.3271,6.8775,2.39,1.94
2067,113.98,1.3279,6.879,2.39,1.95
2068,113.5,1.3251,6.878,2.34,1.92
2069,114.16,1.322,6.8771,2.4,1.95
2070,115.17,1.3162,6.9042,2.47,1.96
2071,115.34,1.3137,6.9045,2.49,1.98
2072,115.26,1.3119,6.8984,2.48,1.95
2073,115.06,1.3123,6.9025,2.54,1.94
2074,118.32,1.3397,6.941,2.6,1.9
2075,117.74,1.3339,6.958,2.6,1.86
2076,116.6,1.3395,6.9506,2.54,1.86
2077,117.86,1.3376,6.947,2.57,1.9
2078,117.79,1.3401,6.939,2.55,1.91
2079,117.48,1.347,6.9473,2.55,1.95
2080,117.22,1.3533,6.9432,2.55,1.97
2082,117.52,1.3553,6.9491,2.57,1.99
2083,117.66,1.3555,6.9559,2.51,1.95
2084,116.32,1.3488,6.9535,2.49,1.94
2085,116.78,1.3426,6.943,2.45,1.95
2087,117.68,1.3437,6.9575,2.45,1.98
2088,117.38,1.3293,6.9322,2.46,1.99
2089,115.46,1.3216,6.887,2.37,1.95
2090,116.85,1.3216,6.9176,2.42,1.96
2091,116.07,1.322,6.935,2.38,1.95
2092,115.74,1.3208,6.918,2.38,1.95
2093,116.26,1.3219,6.9365,2.38,1.99
2094,113.87,1.313,6.889,2.36,1.98
2095,115.03,1.3134,6.8985,2.4,1.99
2097,112.96,1.306,6.852,2.33,1.97
2098,113.4,1.3175,6.836,2.42,2
2099,115.3,1.3327,6.868,2.47,2.04
2101,112.9,1.3283,6.8514,2.41,2.02
2102,113.63,1.3152,6.8555,2.47,2.06
2103,113.6,1.3074,6.8812,2.53,2.08
2104,114.7,1.3104,6.8768,2.51,2.08
2105,115.16,1.3108,6.8768,2.49,2.08
2106,113.86,1.3092,6.8768,2.49,2.07
2107,112.72,1.303,6.8768,2.45,2.05
2108,113.29,1.3088,6.8768,2.48,2.05
2109,112.48,1.3018,6.8768,2.48,2.05
2110,112.42,1.3003,6.865,2.49,2.05
2111,112.32,1.3116,6.86,2.42,2.02
2112,112.14,1.3166,6.8821,2.4,2
2113,111.74,1.3156,6.87,2.34,1.96
2114,113.24,1.3139,6.866,2.4,1.99
2115,113.22,1.3073,6.8775,2.41,2.01
2116,113.79,1.3072,6.8776,2.43,2
2117,114.34,1.3092,6.8649,2.47,2.01
2118,114.17,1.3082,6.8685,2.51,2.06
2119,113.36,1.3056,6.8517,2.45,2.02
2120,112.86,1.3114,6.864,2.42,2.01
2122,113.48,1.3149,6.881,2.43,2.03
2123,113.46,1.3188,6.8765,2.42,2.04
2124,112.68,1.3109,6.8622,2.38,2.03
2125,112.26,1.3106,6.8645,2.31,2
2126,112.01,1.31,6.8675,2.36,2.01
2127,112.06,1.3247,6.8665,2.36,2.02
2128,113.66,1.3345,6.8794,2.46,2.03
2129,114.45,1.3384,6.8868,2.49,2.01
2130,114.6,1.3419,6.8954,2.49,2.04
2131,113.92,1.341,6.8955,2.49,2.01
2132,113.99,1.3413,6.9,2.52,2.03
2133,114.58,1.3479,6.9113,2.57,2.01
2134,114.71,1.3504,6.9086,2.6,2
2135,115.02,1.3468,6.905,2.58,2.01
2136,114.61,1.3453,6.905,2.62,2.01
2137,114.63,1.3462,6.913,2.6,1.99
2138,114.66,1.3451,6.9132,2.51,2.01
2139,113.02,1.3316,6.913,2.53,2.02
2140,112.67,1.3366,6.9,2.5,2.01
2141,112.59,1.3357,6.905,2.47,2
2142,111.9,1.3321,6.883,2.43,1.98
2143,111.06,1.3347,6.8785,2.4,1.97
2144,111.12,1.3332,6.8843,2.41,1.95
2145,111.03,1.3373,6.8803,2.4,1.98
2146,110.48,1.3367,6.8687,2.38,1.97
2147,110.56,1.3363,6.8779,2.42,1.97
2148,111.05,1.3372,6.8879,2.39,1.98
2149,111.36,1.3278,6.887,2.42,1.96
2150,111.41,1.3321,6.8832,2.4,1.97
2151,110.96,1.3388,6.8832,2.35,1.96
2152,110.74,1.3413,6.8832,2.36,1.96
2153,111.2,1.341,6.892,2.34,1.97
2154,111.02,1.3409,6.8955,2.34,1.95
2155,110.76,1.3396,6.8978,2.38,1.94
2156,110.95,1.3347,6.8988,2.37,1.93
2157,109.74,1.3333,6.8893,2.32,1.91
2158,109.54,1.3302,6.889,2.28,1.9
2159,109.23,1.3266,6.8865,2.24,1.92
2161,108.46,1.3277,6.88,2.26,1.88
2162,108.4,1.3381,6.8778,2.18,1.85
2163,109.06,1.3467,6.886,2.21,1.85
2164,109.34,1.3479,6.88,2.24,1.85
2165,109.08,1.3502,6.8845,2.24,1.84
2166,109.74,1.3517,6.884,2.28,1.87
2167,110.88,1.3614,6.8824,2.35,1.91
2168,111.52,1.3591,6.8918,2.32,1.9
2169,111.13,1.3664,6.8958,2.3,1.91
2170,111.44,1.3669,6.89,2.29,1.92
2171,111.78,1.3653,6.89,2.33,1.92
2172,112.06,1.3742,6.8949,2.29,1.88
2173,112.34,1.3705,6.8968,2.33,1.87
2174,112.7,1.3745,6.8959,2.36,1.86
2175,112.63,1.3699,6.9021,2.36,1.86
2176,112.84,1.3712,6.904,2.39,1.86
2177,114.19,1.3715,6.906,2.42,1.86
2178,114.02,1.3652,6.9011,2.41,1.85
2179,113.77,1.3693,6.9033,2.39,1.88
2180,113.3,1.3717,6.8972,2.33,1.84
2181,113.54,1.3648,6.89,2.34,1.82
2182,113.24,1.359,6.884,2.33,1.82
2183,111.46,1.3594,6.8773,2.22,1.78
2184,110.82,1.3604,6.888,2.23,1.8
2185,111.47,1.3537,6.883,2.23,1.82
2186,111.15,1.3503,6.8828,2.25,1.82
2187,111.64,1.3492,6.888,2.29,1.83
2188,112.02,1.3454,6.8883,2.26,1.81
2189,111.7,1.3457,6.8672,2.25,1.8
2190,111.3,1.3454,6.8525,2.25,1.81
2192,110.68,1.3462,6.8525,2.21,1.81
2193,110.71,1.3498,6.8098,2.21,1.81
2194,111.24,1.3484,6.8029,2.21,1.81
2195,110.49,1.35,6.8085,2.15,1.79
2196,110.49,1.3484,6.803,2.18,1.79
2197,109.34,1.3451,6.7945,2.14,1.77
2198,109.54,1.3514,6.7935,2.18,1.78
2199,110.1,1.3494,6.799,2.19,1.78
2200,110.61,1.3434,6.797,2.21,1.78
2201,109.72,1.3447,6.7974,2.21,1.75
2202,110.12,1.3226,6.7981,2.21,1.75
2203,109.16,1.3201,6.7888,2.15,1.71
2204,110.66,1.3286,6.8061,2.16,1.67
2205,110.84,1.3235,6.8097,2.16,1.67
2206,111.34,1.3202,6.818,2.19,1.67
2207,111.46,1.3268,6.8285,2.16,1.66
2208,111.58,1.3323,6.8275,2.16,1.66
2209,111.36,1.3236,6.8275,2.15,1.69
2210,111.26,1.3263,6.8345,2.15,1.7
2211,111.48,1.3228,6.8382,2.14,1.71
2212,112.42,1.3176,6.81,2.21,1.71
2213,112.18,1.3043,6.7984,2.22,1.73
2214,112.32,1.301,6.784,2.27,1.72
2215,112.4,1.2982,6.7793,2.31,1.73
2216,113.32,1.3,6.7984,2.35,1.75
2218,113.2,1.2998,6.7995,2.33,1.75
2219,113.28,1.2933,6.799,2.37,1.76
2220,114.1,1.287,6.8039,2.39,1.73
2221,114.08,1.2883,6.8026,2.38,1.72
2222,114.2,1.2921,6.801,2.37,1.75
2223,113.19,1.2768,6.7865,2.33,1.76
2224,113.39,1.2739,6.7825,2.35,1.77
2225,112.66,1.2655,6.7741,2.33,1.76
2226,112.76,1.2673,6.769,2.31,1.77
2227,111.89,1.2663,6.7451,2.27,1.76
2228,111.77,1.2586,6.7511,2.27,1.76
2229,111.68,1.2582,6.757,2.27,1.77
2230,111.18,1.2545,6.7663,2.24,1.76
2231,111.1,1.2519,6.7488,2.26,1.78
2232,111.57,1.2512,6.7495,2.33,1.81
2233,112.1,1.2506,6.753,2.29,1.8
2234,111.62,1.2529,6.741,2.32,1.83
2235,110.87,1.2436,6.7362,2.3,1.83
2236,110.38,1.249,6.724,2.3,1.82
2237,110.33,1.254,6.717,2.26,1.79
2238,110.43,1.2544,6.72,2.27,1.79
2239,110.12,1.2563,6.715,2.24,1.78
2240,110.76,1.2639,6.7272,2.27,1.8
2241,110.76,1.2684,6.7207,2.26,1.8
2242,110.74,1.2658,6.7049,2.29,1.83
2243,110.04,1.2711,6.672,2.24,1.82
2244,109.37,1.2705,6.646,2.2,1.8
2245,109.06,1.2689,6.6612,2.19,1.79
2246,109.48,1.2698,6.6695,2.22,1.77
2247,110.42,1.2745,6.6845,2.27,1.78
2248,110.8,1.2708,6.69,2.23,1.78
2249,109.88,1.265,6.673,2.19,1.77
2250,109.32,1.2585,6.67,2.19,1.76
2251,108.89,1.2587,6.663,2.18,1.75
2252,109.4,1.2559,6.66,2.22,1.77
2253,109.14,1.2558,6.6569,2.17,1.75
2254,109.34,1.2528,6.66,2.19,1.75
2255,109.24,1.2494,6.6465,2.17,1.75
2256,109.22,1.2492,6.6084,2.16,1.75
2257,109.02,1.2517,6.5945,2.13,1.74
2258,110.2,1.2608,6.5918,2.15,1.76
2259,110.06,1.2515,6.5888,2.12,1.76
2260,110.09,1.2372,6.5552,2.16,1.79
2262,108.94,1.2355,6.5345,2.07,1.77
2263,108.75,1.221,6.5221,2.1,1.78
2264,108.26,1.2132,6.483,2.05,1.79
2265,107.72,1.2131,6.4773,2.06,1.81
2266,109.03,1.2136,6.5254,2.14,1.83
2267,110.01,1.2154,6.5334,2.17,1.84
2268,110.58,1.2192,6.54,2.2,1.85
2269,110.66,1.2207,6.552,2.2,1.85
2270,110.84,1.2183,6.55,2.2,1.85
2271,111.48,1.2231,6.5725,2.23,1.87
2272,111.49,1.2262,6.58,2.24,1.87
2273,111.5,1.2267,6.57,2.28,1.85
2274,112.3,1.2328,6.5861,2.27,1.83
2275,112.01,1.2305,6.5899,2.26,1.84
2276,111.64,1.2347,6.6189,2.22,1.84
2277,112.16,1.2379,6.6371,2.24,1.84
2278,112.76,1.2402,6.64,2.31,1.87
2279,112.66,1.2473,6.6591,2.31,1.87
2280,112.64,1.2509,6.6533,2.33,1.84
2281,112.6,1.2507,6.6533,2.34,1.83
2282,112.8,1.2498,6.6533,2.33,1.84
2283,112.84,1.2479,6.6533,2.33,1.85
2284,112.74,1.2548,6.6533,2.35,1.86
2285,112.68,1.2543,6.6533,2.37,1.87
2287,112.15,1.2495,6.5712,2.35,1.88
2288,112.35,1.2511,6.587,2.35,1.89
2289,112.38,1.247,6.5855,2.33,1.89
2290,111.94,1.2494,6.5785,2.28,1.85
2291,111.72,1.2531,6.5885,2.3,1.84
2292,112.32,1.2567,6.622,2.3,1.82
2293,112.94,1.2473,6.625,2.34,1.84
2294,112.54,1.2487,6.6126,2.33,1.84
2295,113.5,1.2618,6.6185,2.39,1.87
2296,113.66,1.2644,6.638,2.38,1.86
2297,113.92,1.266,6.6335,2.42,1.87
2298,113.7,1.2799,6.635,2.44,1.88
2299,113.72,1.2821,6.6392,2.46,1.89
2300,113.82,1.2871,6.6498,2.42,1.88
2301,113.26,1.2835,6.6498,2.37,1.87
2302,113.63,1.2894,6.6328,2.38,1.88
2303,114.04,1.289,6.6018,2.37,1.88
2304,113.84,1.2808,6.6068,2.35,1.87
2305,114.25,1.2769,6.636,2.34,1.86
2306,113.9,1.274,6.6311,2.32,1.86
2307,113.9,1.2791,6.638,2.32,1.88
2308,113.62,1.2727,6.6249,2.32,1.87
2309,113.4,1.2693,6.6378,2.33,1.87
2311,113.62,1.2735,6.6385,2.4,1.88
2312,113.5,1.2731,6.635,2.38,1.87
2313,113.15,1.2783,6.62,2.33,1.85
2314,112.89,1.2736,6.6273,2.37,1.84
2315,111.98,1.2785,6.6245,2.35,1.86
2316,112.49,1.2795,6.6245,2.37,1.85
2317,112.46,1.2768,6.6265,2.36,1.84
2318,111.62,1.2728,6.6086,2.32,1.84
2320,111.54,1.2705,6.5998,2.34,1.84
2321,111,1.2745,6.5967,2.32,1.83
2322,111.13,1.2804,6.6044,2.34,1.84
2323,111.75,1.285,6.6091,2.37,1.84
2324,112.3,1.2884,6.609,2.42,1.86
2325,111.88,1.2705,6.6137,2.37,1.86
2326,112.8,1.2696,6.6185,2.37,1.87
2327,112.76,1.269,6.617,2.36,1.86
2328,112.32,1.2788,6.6136,2.33,1.86
2329,112.7,1.2832,6.6173,2.37,1.87
2330,113.55,1.2867,6.6199,2.38,1.88
2331,113.34,1.2845,6.6175,2.39,1.88
2332,113.62,1.2884,6.621,2.4,1.89
2333,113.19,1.2872,6.6171,2.36,1.88
2334,112.56,1.2849,6.6091,2.35,1.87
2335,112.68,1.2846,6.6088,2.35,1.88
2336,112.4,1.2856,6.6088,2.39,1.89
2337,112.98,1.29,6.6088,2.46,1.91
2338,113.29,1.2846,6.5771,2.49,1.92
2339,113.42,1.2717,6.5833,2.48,1.93
2340,113.3,1.2748,6.575,2.48,1.94
2342,113.2,1.2685,6.5429,2.47,1.94
2343,113.28,1.2645,6.556,2.42,1.94
2344,112.85,1.2586,6.5322,2.43,1.96
2345,112.69,1.2517,6.5063,2.4,1.96
2347,112.18,1.2507,6.491,2.46,2
2348,112.28,1.2534,6.501,2.44,1.98
2349,112.78,1.2522,6.4915,2.46,2.01
2350,113.18,1.2396,6.4875,2.47,2.01
2351,113.08,1.2424,6.497,2.49,2.02
2352,112.57,1.2457,6.5263,2.55,2.03
2353,111.48,1.2485,6.5055,2.55,2.03
2354,111.35,1.2526,6.4956,2.54,2
2355,111.23,1.2517,6.4607,2.55,2.01
2357,110.74,1.2422,6.4395,2.54,2.03
2358,110.81,1.2443,6.433,2.57,2.04
2359,110.88,1.2442,6.4175,2.62,2.05
2360,110.56,1.2456,6.399,2.64,2.06
2361,111.15,1.246,6.4035,2.66,2.06
2362,110.46,1.2455,6.4,2.63,2.06
2363,109.15,1.2357,6.365,2.65,2.07
2364,108.7,1.2315,6.3189,2.63,2.07
2365,108.38,1.232,6.3199,2.66,2.09
2366,109.12,1.2339,6.3328,2.7,2.09
2367,108.9,1.234,6.3199,2.73,2.1
2368,109.31,1.2293,6.2841,2.72,2.11
2369,109.5,1.228,6.2969,2.78,2.11
2370,110.4,1.2393,6.2984,2.84,2.14
2371,110.09,1.2483,6.285,2.77,2.1
2372,109.18,1.2537,6.283,2.79,2.1
2373,109.53,1.2545,6.2649,2.84,2.1
2374,109,1.2603,6.3222,2.85,2.09
2375,108.44,1.2599,6.2966,2.83,2.05
2376,108.72,1.2612,6.325,2.86,2.07
2377,107.59,1.26,6.338,2.83,2.05
2378,107,1.2564,6.3438,2.91,2.09
2379,106.36,1.2517,6.3438,2.9,2.11
2380,106.1,1.2532,6.3438,2.87,2.09
2382,107.23,1.2624,6.3351,2.88,2.1
2383,107.64,1.2678,6.3351,2.94,2.12
2384,106.96,1.2705,6.3471,2.92,2.11
2385,106.64,1.2659,6.3329,2.88,2.12
2386,106.96,1.2691,6.3115,2.86,2.13
2387,107.47,1.2748,6.3169,2.9,2.13
2388,106.62,1.2806,6.328,2.87,2.12
2389,106.91,1.284,6.3565,2.81,2.1
2390,105.65,1.2882,6.3428,2.86,2.12
2391,105.97,1.2982,6.3491,2.88,2.13
2392,106.03,1.2892,6.3093,2.88,2.12
2393,105.94,1.2993,6.3225,2.89,2.13
2394,106.08,1.2936,6.3389,2.86,2.11
2395,106.74,1.2822,6.3285,2.9,2.12
2396,106.52,1.2835,6.327,2.87,2.1
2397,106.64,1.2925,6.318,2.84,2.09
